Character,Line,Line Number
MRS. CHEVELEY,Would you apply that rule to every one?,615
MRS. CHEVELEY,"Then I am sorry for you, Gertrude, very sorry for you.",617
MRS. CHEVELEY,It was you who made him write that insolent letter to me?  It was you who made him break his promise?,621
MRS. CHEVELEY,Then you must make him keep it.  I give you till to-morrow morning—no more.  If by that time your husband does not solemnly bind himself to help me in this great scheme in which I am interested—,623
MRS. CHEVELEY,"Call it what you choose.  I hold your husband in the hollow of my hand, and if you are wise you will make him do what I tell him.",625
MRS. CHEVELEY,"Your house!  A house bought with the price of dishonour. A house, everything in which has been paid for by fraud.  Ask him what the origin of his fortune is!  Get him to tell you how he sold to a stockbroker a Cabinet secret. Learn from him to what you owe your position.",629
MRS. CHEVELEY,Look at him!  Can he deny it?  Does he dare to?,631
MRS. CHEVELEY,"My worst?  I have not yet finished with you, with either of you.  I give you both till to-morrow at noon.  If by then you don’t do what I bid you to do, the whole world shall know the origin of Robert Chiltern.",633
MRS. CHEVELEY,Is Lord Goring not here?  I was told he was at home?,723
MRS. CHEVELEY,How very filial!,725
MRS. CHEVELEY,Lord Goring expects me?,727
MRS. CHEVELEY,Are you quite sure?,729
MRS. CHEVELEY,"How thoughtful of him!  To expect the unexpected shows a thoroughly modern intellect.  Ugh!  How dreary a bachelor’s drawing-room always looks.  I shall have to alter all this.  No, I don’t care for that lamp.  It is far too glaring.  Light some candles.",731
MRS. CHEVELEY,I hope the candles have very becoming shades.,733
MRS. CHEVELEY,"I wonder what woman he is waiting for to-night.  It will be delightful to catch him.  Men always look so silly when they are caught.  And they are always being caught.  What a very interesting room! What a very interesting picture!  Wonder what his correspondence is like. Oh, what a very uninteresting correspondence! Bills and cards, debts and dowagers!  Who on earth writes to him on pink paper?  How silly to write on pink paper!  It looks like the beginning of a middle-class romance.  Romance should never begin with sentiment.  It should begin with science and end with a settlement.  I know that handwriting.  That is Gertrude Chiltern’s.  I remember it perfectly.  The ten commandments in every stroke of the pen, and the moral law all over the page.  Wonder what Gertrude is writing to him about?  Something horrid about me, I suppose.  How I detest that woman!  ‘I trust you.  I want you.  I am coming to you.  Gertrude.’  ‘I trust you.  I want you.  I am coming to you.’",735
MRS. CHEVELEY,Thank you.,737
MRS. CHEVELEY,Then I am sure they will be perfectly right.,739
MRS. CHEVELEY,"Good evening, Lord Goring!",819
MRS. CHEVELEY,Merely listening.  I have a perfect passion for listening through keyholes.  One always hears such wonderful things through them.,821
MRS. CHEVELEY,Oh! surely Providence can resist temptation by this time.,823
MRS. CHEVELEY,Oh! pray don’t.  One should never give a woman anything that she can’t wear in the evening.,825
MRS. CHEVELEY,Far more!  I have greatly improved.  I have had more experience.,827
MRS. CHEVELEY,"Thanks.  I never smoke.  My dressmaker wouldn’t like it, and a woman’s first duty in life is to her dressmaker, isn’t it?  What the second duty is, no one has as yet discovered.",829
MRS. CHEVELEY,To offer it to you on conditions.  How did you guess that?,831
MRS. CHEVELEY,"Oh, no!  A well-made dress has no pockets.",833
MRS. CHEVELEY,"How absurdly English you are!  The English think that a cheque-book can solve every problem in life.  Why, my dear Arthur, I have very much more money than you have, and quite as much as Robert Chiltern has got hold of.  Money is not what I want.",835
MRS. CHEVELEY,Why don’t you call me Laura?,837
MRS. CHEVELEY,You used to adore it.,839
MRS. CHEVELEY,"Arthur, you loved me once.",841
MRS. CHEVELEY,And you asked me to be your wife.,843
MRS. CHEVELEY,"And you threw me over because you saw, or said you saw, poor old Lord Mortlake trying to have a violent flirtation with me in the conservatory at Tenby.",845
MRS. CHEVELEY,At that time I was poor; you were rich.,847
MRS. CHEVELEY,"Poor old Lord Mortlake, who had only two topics of conversation, his gout and his wife!  I never could quite make out which of the two he was talking about.  He used the most horrible language about them both.  Well, you were silly, Arthur. Why, Lord Mortlake was never anything more to me than an amusement.  One of those utterly tedious amusements one only finds at an English country house on an English country Sunday.  I don’t think any one at all morally responsible for what he or she does at an English country house.",849
MRS. CHEVELEY,"I loved you, Arthur.",851
MRS. CHEVELEY,"I did love you.  And you loved me.  You know you loved me; and love is a very wonderful thing.  I suppose that when a man has once loved a woman, he will do anything for her, except continue to love her?",853
MRS. CHEVELEY,"I am tired of living abroad.  I want to come back to London.  I want to have a charming house here.  I want to have a salon.  If one could only teach the English how to talk, and the Irish how to listen, society here would be quite civilised.  Besides, I have arrived at the romantic stage.  When I saw you last night at the Chilterns’, I knew you were the only person I had ever cared for, if I ever have cared for anybody, Arthur.  And so, on the morning of the day you marry me, I will give you Robert Chiltern’s letter.  That is my offer.  I will give it to you now, if you promise to marry me.",855
MRS. CHEVELEY,To-morrow.,857
MRS. CHEVELEY,"Yes, quite serious.",859
MRS. CHEVELEY,I don’t mind bad husbands.  I have had two.  They amused me immensely.,861
MRS. CHEVELEY,What do you know about my married life?,863
MRS. CHEVELEY,What book?,865
MRS. CHEVELEY,Do you think it is quite charming of you to be so rude to a woman in your own house?,867
MRS. CHEVELEY,"I suppose that is meant for a compliment.  My dear Arthur, women are never disarmed by compliments.  Men always are.  That is the difference between the two sexes.",869
MRS. CHEVELEY,"Then you are going to allow your greatest friend, Robert Chiltern, to be ruined, rather than marry some one who really has considerable attractions left.  I thought you would have risen to some great height of self-sacrifice, Arthur.  I think you should.  And the rest of your life you could spend in contemplating your own perfections.",871
MRS. CHEVELEY,As if anything could demoralise Robert Chiltern!  You seem to forget that I know his real character.,873
MRS. CHEVELEY,How you men stand up for each other!,875
MRS. CHEVELEY,"I only war against one woman, against Gertrude Chiltern.  I hate her.  I hate her now more than ever.",877
MRS. CHEVELEY,"Oh, there is only one real tragedy in a woman’s life.  The fact that her past is always her lover, and her future invariably her husband.",879
MRS. CHEVELEY,"A woman whose size in gloves is seven and three-quarters never knows much about anything.  You know Gertrude has always worn seven and three-quarters?  That is one of the reasons why there was never any moral sympathy between us. . . . Well, Arthur, I suppose this romantic interview may be regarded as at an end.  You admit it was romantic, don’t you?  For the privilege of being your wife I was ready to surrender a great prize, the climax of my diplomatic career.  You decline.  Very well.  If Sir Robert doesn’t uphold my Argentine scheme, I expose him. _Voilà tout_.",881
MRS. CHEVELEY,"Oh! don’t use big words. They mean so little.  It is a commercial transaction.  That is all. There is no good mixing up sentimentality in it.  I offered to sell Robert Chiltern a certain thing.  If he won’t pay me my price, he will have to pay the world a greater price.  There is no more to be said.  I must go.  Good-bye.  Won’t you shake hands?",883
MRS. CHEVELEY,"Arthur, you are unjust to me.  Believe me, you are quite unjust to me.  I didn’t go to taunt Gertrude at all.  I had no idea of doing anything of the kind when I entered.  I called with Lady Markby simply to ask whether an ornament, a jewel, that I lost somewhere last night, had been found at the Chilterns’.  If you don’t believe me, you can ask Lady Markby.  She will tell you it is true.  The scene that occurred happened after Lady Markby had left, and was really forced on me by Gertrude’s rudeness and sneers.  I called, oh!—a little out of malice if you like—but really to ask if a diamond brooch of mine had been found. That was the origin of the whole thing.",885
MRS. CHEVELEY,Yes.  How do you know?,887
MRS. CHEVELEY,Yes.  I am so glad to get it back.  It was . . a present.,889
MRS. CHEVELEY,"Certainly, if you pin it in.  Why do you put it on as a bracelet?  I never knew it could be worn as a bracelet.",891
MRS. CHEVELEY,"No; but it looks very well on me as a bracelet, doesn’t it?",893
MRS. CHEVELEY,When did you see it last?,895
MRS. CHEVELEY,What do you mean?,897
MRS. CHEVELEY,It is not true.,899
MRS. CHEVELEY,"I will deny the whole affair from beginning to end.  I will say that I have never seen this wretched thing, that it was never in my possession.",901
MRS. CHEVELEY,You brute!  You coward!,903
MRS. CHEVELEY,What are you going to do?,905
MRS. CHEVELEY,The police?  What for?,907
MRS. CHEVELEY,Don’t do that.  I will do anything you want.  Anything in the world you want.,909
MRS. CHEVELEY,Stop! Stop!  Let me have time to think.,911
MRS. CHEVELEY,I have not got it with me.  I will give it to you to-morrow.,913
MRS. CHEVELEY,Yes.,915
MRS. CHEVELEY,Please get me a glass of water.,917
MRS. CHEVELEY,Thank you.  Will you help me on with my cloak?,919
MRS. CHEVELEY,Thanks.  I am never going to try to harm Robert Chiltern again.,921
MRS. CHEVELEY,"Well, if even I had the chance, I wouldn’t.  On the contrary, I am going to render him a great service.",923
MRS. CHEVELEY,"Yes.  I can’t bear so upright a gentleman, so honourable an English gentleman, being so shamefully deceived, and so—",925
MRS. CHEVELEY,I find that somehow Gertrude Chiltern’s dying speech and confession has strayed into my pocket.,927
MRS. CHEVELEY,I mean that I am going to send Robert Chiltern the love-letter his wife wrote to you to-night.,929
MRS. CHEVELEY,‘I want you.  I trust you.  I am coming to you.  Gertrude.’,931
MRS. CHEVELEY,"Lord Goring merely rang that you should show me out.  Good-night, Lord Goring!",933
VICOMTE DE NANJAC,"Ah! chère Madame, quelle surprise!  I have not seen you since Berlin!",42
VICOMTE DE NANJAC,And you are younger and more beautiful than ever. How do you manage it?,44
VICOMTE DE NANJAC,"Ah! you flatter me.  You butter me, as they say here.",46
VICOMTE DE NANJAC,"Yes, they have a wonderful language.  It should be more widely known.",48
VICOMTE DE NANJAC,"Ah, the English young lady is the dragon of good taste, is she not?  Quite the dragon of good taste.",135
VICOMTE DE NANJAC,I read all your English newspapers.  I find them so amusing.,137
VICOMTE DE NANJAC,"I should like to, but my professor objects.  May I have the pleasure of escorting you to the music-room, Mademoiselle?",139
VICOMTE DE NANJAC,"May I have the honour of taking you down to supper, Comtesse?",196
VICOMTE DE NANJAC,I am so fond of eating!  I am very English in all my tastes.,198
SIR ROBERT CHILTERN,"Good evening, Lady Markby!  I hope you have brought Sir John with you?",49
SIR ROBERT CHILTERN,"I hope not, Lady Markby.  At any rate we do our best to waste the public time, don’t we?  But who is this charming person you have been kind enough to bring to us?",51
SIR ROBERT CHILTERN,Mrs. Cheveley?  I seem to know the name.,53
SIR ROBERT CHILTERN,Ah! yes.  I think I know whom you mean.,55
SIR ROBERT CHILTERN,"If there is not, the Ambassador will certainly have to be recalled.  Pray point out Mrs. Cheveley to me.  I should like to see her.",57
SIR ROBERT CHILTERN,Every one is dying to know the brilliant Mrs. Cheveley.  Our attachés at Vienna write to us about nothing else.,59
SIR ROBERT CHILTERN,Really?,61
SIR ROBERT CHILTERN,"And what prizes did you get, Mrs. Cheveley?",63
SIR ROBERT CHILTERN,I am sure they were for something charming!,65
SIR ROBERT CHILTERN,"What an appalling philosophy that sounds!  To attempt to classify you, Mrs. Cheveley, would be an impertinence.  But may I ask, at heart, are you an optimist or a pessimist?  Those seem to be the only two fashionable religions left to us nowadays.",67
SIR ROBERT CHILTERN,You prefer to be natural?,69
SIR ROBERT CHILTERN,"What would those modern psychological novelists, of whom we hear so much, say to such a theory as that?",71
SIR ROBERT CHILTERN,You think science cannot grapple with the problem of women?,73
SIR ROBERT CHILTERN,And women represent the irrational.,75
SIR ROBERT CHILTERN,"I fear I could hardly agree with you there.  But do sit down.  And now tell me, what makes you leave your brilliant Vienna for our gloomy London—or perhaps the question is indiscreet?",77
SIR ROBERT CHILTERN,"Well, at any rate, may I know if it is politics or pleasure?",79
SIR ROBERT CHILTERN,A political life is a noble career!,81
SIR ROBERT CHILTERN,Which do you find it?,83
SIR ROBERT CHILTERN,Allow me!,85
SIR ROBERT CHILTERN,But you have not told me yet what makes you honour London so suddenly.  Our season is almost over.,87
SIR ROBERT CHILTERN,"I hope it is not a little thing, Mrs. Cheveley.  I find that little things are so very difficult to do.",89
SIR ROBERT CHILTERN,I am so glad.  Do tell me what it is.,91
SIR ROBERT CHILTERN,Did you know Baron Arnheim well?,93
SIR ROBERT CHILTERN,At one time.,95
SIR ROBERT CHILTERN,"He was very remarkable, in many ways.",97
SIR ROBERT CHILTERN,"Yes: he knew men and cities well, like the old Greek.",99
SIR ROBERT CHILTERN,"Good evening, my dear Arthur!  Mrs. Cheveley, allow me to introduce to you Lord Goring, the idlest man in London.",102
SIR ROBERT CHILTERN,"Lord Goring is the result of Boodle’s Club, Mrs. Cheveley.",109
SIR ROBERT CHILTERN,"You are not going to plunge us into a European war, I hope?",113
SIR ROBERT CHILTERN,"And are you going to any of our country houses before you leave England, Mrs. Cheveley?",206
SIR ROBERT CHILTERN,Seriously?,208
SIR ROBERT CHILTERN,"What a tedious, practical subject for you to talk about, Mrs. Cheveley!",210
SIR ROBERT CHILTERN,Yes.  But the Suez Canal was a very great and splendid undertaking.  It gave us our direct route to India.  It had imperial value.  It was necessary that we should have control.  This Argentine scheme is a commonplace Stock Exchange swindle.,212
SIR ROBERT CHILTERN,"Believe me, Mrs. Cheveley, it is a swindle.  Let us call things by their proper names.  It makes matters simpler.  We have all the information about it at the Foreign Office.  In fact, I sent out a special Commission to inquire into the matter privately, and they report that the works are hardly begun, and as for the money already subscribed, no one seems to know what has become of it.  The whole thing is a second Panama, and with not a quarter of the chance of success that miserable affair ever had.  I hope you have not invested in it.  I am sure you are far too clever to have done that.",214
SIR ROBERT CHILTERN,Who could have advised you to do such a foolish thing?,216
SIR ROBERT CHILTERN,Who?,218
SIR ROBERT CHILTERN,"Ah! yes.  I remember hearing, at the time of his death, that he had been mixed up in the whole affair.",220
SIR ROBERT CHILTERN,"But you have not seen my Corots yet. They are in the music-room.  Corots seem to go with music, don’t they? May I show them to you?",222
SIR ROBERT CHILTERN,"I fear I have no advice to give you, Mrs. Cheveley, except to interest yourself in something less dangerous.  The success of the Canal depends, of course, on the attitude of England, and I am going to lay the report of the Commissioners before the House to-morrow night.",224
SIR ROBERT CHILTERN,"In my own interests? My dear Mrs. Cheveley, what do you mean?",226
SIR ROBERT CHILTERN,"Mrs. Cheveley, you cannot be serious in making me such a proposition!",228
SIR ROBERT CHILTERN,Pray allow me to believe that you are not.,230
SIR ROBERT CHILTERN,Pay me!,232
SIR ROBERT CHILTERN,I am afraid I don’t quite understand what you mean.,234
SIR ROBERT CHILTERN,I fear I don’t.,236
SIR ROBERT CHILTERN,"If you will allow me, I will call your carriage for you.  You have lived so long abroad, Mrs. Cheveley, that you seem to be unable to realise that you are talking to an English gentleman.",238
SIR ROBERT CHILTERN,What do you mean?,240
SIR ROBERT CHILTERN,What letter?,242
SIR ROBERT CHILTERN,It is not true.,244
SIR ROBERT CHILTERN,The affair to which you allude was no more than a speculation.  The House of Commons had not yet passed the bill; it might have been rejected.,246
SIR ROBERT CHILTERN,"It is infamous, what you propose—infamous!",248
SIR ROBERT CHILTERN,I cannot do what you ask me.,250
SIR ROBERT CHILTERN,What then?,252
SIR ROBERT CHILTERN,What you ask is impossible.,254
SIR ROBERT CHILTERN,Stop!  You want me to withdraw the report and to make a short speech stating that I believe there are possibilities in the scheme?,256
SIR ROBERT CHILTERN,I will give you any sum of money you want.,258
SIR ROBERT CHILTERN,I will not do what you ask me.  I will not.,260
SIR ROBERT CHILTERN,"Wait a moment!  What did you propose?  You said that you would give me back my letter, didn’t you?",262
SIR ROBERT CHILTERN,You must let me have time to consider your proposal.,264
SIR ROBERT CHILTERN,Give me a week—three days!,266
SIR ROBERT CHILTERN,My God! what brought you into my life?,268
SIR ROBERT CHILTERN,Don’t go.  I consent.  The report shall be withdrawn.  I will arrange for a question to be put to me on the subject.,270
SIR ROBERT CHILTERN,"Your carriage is here, Mrs. Cheveley!",286
SIR ROBERT CHILTERN,"My dear Arthur, you are not going?  Do stop a little!",318
SIR ROBERT CHILTERN,"How beautiful you look to-night, Gertrude!",320
SIR ROBERT CHILTERN,Who told you I intended to do so?,322
SIR ROBERT CHILTERN,"Gertrude, what you tell me may be true, but it happened many years ago.  It is best forgotten!  Mrs. Cheveley may have changed since then.  No one should be entirely judged by their past.",324
SIR ROBERT CHILTERN,"That is a hard saying, Gertrude!",326
SIR ROBERT CHILTERN,I was mistaken in the view I took.  We all may make mistakes.,328
SIR ROBERT CHILTERN,"I have reasons now to believe that the Commission was prejudiced, or, at any rate, misinformed. Besides, Gertrude, public and private life are different things.  They have different laws, and move on different lines.",330
SIR ROBERT CHILTERN,"In the present case, on a matter of practical politics, I have changed my mind.  That is all.",332
SIR ROBERT CHILTERN,Yes!,334
SIR ROBERT CHILTERN,Why do you ask me such a question?,336
SIR ROBERT CHILTERN,"Gertrude, truth is a very complex thing, and politics is a very complex business.  There are wheels within wheels.  One may be under certain obligations to people that one must pay.  Sooner or later in political life one has to compromise. Every one does.",338
SIR ROBERT CHILTERN,I am not changed.  But circumstances alter things.,340
SIR ROBERT CHILTERN,But if I told you—,342
SIR ROBERT CHILTERN,"That it was necessary, vitally necessary?",344
SIR ROBERT CHILTERN,"Gertrude, you have no right to use that word.  I told you it was a question of rational compromise.  It is no more than that.",346
SIR ROBERT CHILTERN,Gertrude!,348
SIR ROBERT CHILTERN,That what?,350
SIR ROBERT CHILTERN,Drift apart?,352
SIR ROBERT CHILTERN,"Gertrude, there is nothing in my past life that you might not know.",354
SIR ROBERT CHILTERN,Must I write and tell her that?,356
SIR ROBERT CHILTERN,I might see her personally.  It would be better.,358
SIR ROBERT CHILTERN,Write this moment!,360
SIR ROBERT CHILTERN,But it is so late.  It is close on twelve.,362
SIR ROBERT CHILTERN,"Oh, love me always, Gertrude, love me always!",364
SIR ROBERT CHILTERN,"Put out the lights, Mason, put out the lights!",366
SIR ROBERT CHILTERN,"Arthur, I couldn’t tell my wife.  When could I have told her?  Not last night.  It would have made a life-long separation between us, and I would have lost the love of the one woman in the world I worship, of the only woman who has ever stirred love within me.  Last night it would have been quite impossible.  She would have turned from me in horror . . . in horror and in contempt.",369
SIR ROBERT CHILTERN,Yes; my wife is as perfect as all that.,371
SIR ROBERT CHILTERN,It would be quite useless.,373
SIR ROBERT CHILTERN,Yes; but nothing could make her alter her views.,375
SIR ROBERT CHILTERN,All such experiments are terribly dangerous.,377
SIR ROBERT CHILTERN,"When?  When we were engaged?  Do you think she would have married me if she had known that the origin of my fortune is such as it is, the basis of my career such as it is, and that I had done a thing that I suppose most men would call shameful and dishonourable?",379
SIR ROBERT CHILTERN,"Men who every day do something of the same kind themselves.  Men who, each one of them, have worse secrets in their own lives.",381
SIR ROBERT CHILTERN,"And, after all, whom did I wrong by what I did?  No one.",383
SIR ROBERT CHILTERN,"Of course I had private information about a certain transaction contemplated by the Government of the day, and I acted on it.  Private information is practically the source of every large modern fortune.",385
SIR ROBERT CHILTERN,"Arthur, do you think that what I did nearly eighteen years ago should be brought up against me now?  Do you think it fair that a man’s whole career should be ruined for a fault done in one’s boyhood almost?  I was twenty-two at the time, and I had the double misfortune of being well-born and poor, two unforgiveable things nowadays.  Is it fair that the folly, the sin of one’s youth, if men choose to call it a sin, should wreck a life like mine, should place me in the pillory, should shatter all that I have worked for, all that I have built up.  Is it fair, Arthur?",387
SIR ROBERT CHILTERN,Every man of ambition has to fight his century with its own weapons.  What this century worships is wealth.  The God of this century is wealth.  To succeed one must have wealth.  At all costs one must have wealth.,389
SIR ROBERT CHILTERN,"When I was old, perhaps.  When I had lost my passion for power, or could not use it.  When I was tired, worn out, disappointed.  I wanted my success when I was young.  Youth is the time for success.  I couldn’t wait.",391
SIR ROBERT CHILTERN,And if it is all taken away from me now?  If I lose everything over a horrible scandal?  If I am hounded from public life?,393
SIR ROBERT CHILTERN,I did not sell myself for money.  I bought success at a great price.  That is all.,395
SIR ROBERT CHILTERN,Baron Arnheim.,397
SIR ROBERT CHILTERN,"No; he was a man of a most subtle and refined intellect.  A man of culture, charm, and distinction.  One of the most intellectual men I ever met.",399
SIR ROBERT CHILTERN,"One night after dinner at Lord Radley’s the Baron began talking about success in modern life as something that one could reduce to an absolutely definite science.  With that wonderfully fascinating quiet voice of his he expounded to us the most terrible of all philosophies, the philosophy of power, preached to us the most marvellous of all gospels, the gospel of gold.  I think he saw the effect he had produced on me, for some days afterwards he wrote and asked me to come and see him.  He was living then in Park Lane, in the house Lord Woolcomb has now.  I remember so well how, with a strange smile on his pale, curved lips, he led me through his wonderful picture gallery, showed me his tapestries, his enamels, his jewels, his carved ivories, made me wonder at the strange loveliness of the luxury in which he lived; and then told me that luxury was nothing but a background, a painted scene in a play, and that power, power over other men, power over the world, was the one thing worth having, the one supreme pleasure worth knowing, the one joy one never tired of, and that in our century only the rich possessed it.",401
SIR ROBERT CHILTERN,"I didn’t think so then.  I don’t think so now.  Wealth has given me enormous power.  It gave me at the very outset of my life freedom, and freedom is everything.  You have never been poor, and never known what ambition is.  You cannot understand what a wonderful chance the Baron gave me.  Such a chance as few men get.",403
SIR ROBERT CHILTERN,"When I was going away he said to me that if I ever could give him any private information of real value he would make me a very rich man.  I was dazed at the prospect he held out to me, and my ambition and my desire for power were at that time boundless.  Six weeks later certain private documents passed through my hands.",405
SIR ROBERT CHILTERN,Yes.,407
SIR ROBERT CHILTERN,"Weak?  Oh, I am sick of hearing that phrase.  Sick of using it about others.  Weak?  Do you really think, Arthur, that it is weakness that yields to temptation?  I tell you that there are terrible temptations that it requires strength, strength and courage, to yield to. To stake all one’s life on a single moment, to risk everything on one throw, whether the stake be power or pleasure, I care not—there is no weakness in that.  There is a horrible, a terrible courage.  I had that courage.  I sat down the same afternoon and wrote Baron Arnheim the letter this woman now holds.  He made three-quarters of a million over the transaction.",409
SIR ROBERT CHILTERN,"I received from the Baron £110,000.",411
SIR ROBERT CHILTERN,"No; that money gave me exactly what I wanted, power over others.  I went into the House immediately.  The Baron advised me in finance from time to time.  Before five years I had almost trebled my fortune.  Since then everything that I have touched has turned out a success.  In all things connected with money I have had a luck so extraordinary that sometimes it has made me almost afraid.  I remember having read somewhere, in some strange book, that when the gods wish to punish us they answer our prayers.",413
SIR ROBERT CHILTERN,"No.  I felt that I had fought the century with its own weapons, and won.",415
SIR ROBERT CHILTERN,"I thought so.  Arthur, do you despise me for what I have told you?",417
SIR ROBERT CHILTERN,"I don’t say that I suffered any remorse.  I didn’t. Not remorse in the ordinary, rather silly sense of the word.  But I have paid conscience money many times.  I had a wild hope that I might disarm destiny.  The sum Baron Arnheim gave me I have distributed twice over in public charities since then.",419
SIR ROBERT CHILTERN,"Oh, don’t say that, Arthur; don’t talk like that!",421
SIR ROBERT CHILTERN,"Thank you, Arthur, thank you.  But what is to be done?  What can be done?",423
SIR ROBERT CHILTERN,"It would ruin me.  Arthur, the only thing for me to do now is to fight the thing out.",425
SIR ROBERT CHILTERN,That I will not do.,427
SIR ROBERT CHILTERN,"I couldn’t do it.  It would kill her love for me. And now about this woman, this Mrs. Cheveley.  How can I defend myself against her?  You knew her before, Arthur, apparently.",429
SIR ROBERT CHILTERN,Did you know her well?,431
SIR ROBERT CHILTERN,Why was it broken off?,433
SIR ROBERT CHILTERN,I offered her any sum she wanted.  She refused.,435
SIR ROBERT CHILTERN,"Not everything.  I suppose you are right.  Arthur, I feel that public disgrace is in store for me.  I feel certain of it.  I never knew what terror was before.  I know it now.  It is as if a hand of ice were laid upon one’s heart.  It is as if one’s heart were beating itself to death in some empty hollow.",437
SIR ROBERT CHILTERN,But how?,439
SIR ROBERT CHILTERN,"In defending myself against Mrs. Cheveley, I have a right to use any weapon I can find, have I not?",441
SIR ROBERT CHILTERN,"Well, I shall send a cipher telegram to the Embassy at Vienna, to inquire if there is anything known against her.  There may be some secret scandal she might be afraid of.",443
SIR ROBERT CHILTERN,Why do you say that?,445
SIR ROBERT CHILTERN,"But it is worth while my wiring to Vienna, is it not?",447
SIR ROBERT CHILTERN,Is Mr. Trafford in his room?,449
SIR ROBERT CHILTERN,Tell him to have this sent off in cipher at once.  There must not be a moment’s delay.,451
SIR ROBERT CHILTERN,Oh! just give that back to me again.,453
SIR ROBERT CHILTERN,She must have had some curious hold over Baron Arnheim.  I wonder what it was.,454
SIR ROBERT CHILTERN,"I will fight her to the death, as long as my wife knows nothing.",456
SIR ROBERT CHILTERN,"If my wife found out, there would be little left to fight for.  Well, as soon as I hear from Vienna, I shall let you know the result.  It is a chance, just a chance, but I believe in it.  And as I fought the age with its own weapons, I will fight her with her weapons.  It is only fair, and she looks like a woman with a past, doesn’t she?",458
SIR ROBERT CHILTERN,"Oh! I live on hopes now.  I clutch at every chance. I feel like a man on a ship that is sinking.  The water is round my feet, and the very air is bitter with storm.  Hush! I hear my wife’s voice.",460
SIR ROBERT CHILTERN,"You have been a good friend to me, Arthur, a thoroughly good friend.",472
SIR ROBERT CHILTERN,You have enabled me to tell you the truth.  That is something.  The truth has always stifled me.,474
SIR ROBERT CHILTERN,"I would to God that I had been able to tell the truth . . . to live the truth.  Ah! that is the great thing in life, to live the truth.  I’ll see you soon again, Arthur, shan’t I?",476
SIR ROBERT CHILTERN,Thank you.,478
SIR ROBERT CHILTERN,"I have some letters to write, dear.",480
SIR ROBERT CHILTERN,"It is nothing, dear, nothing.",482
SIR ROBERT CHILTERN,Go!  Go at once.  You have done your worst now.,632
SIR ROBERT CHILTERN,Show Mrs. Cheveley out.,634
SIR ROBERT CHILTERN,"What this woman said is quite true.  But, Gertrude, listen to me.  You don’t realise how I was tempted.  Let me tell you the whole thing.",636
SIR ROBERT CHILTERN,Gertrude!  Gertrude!,638
SIR ROBERT CHILTERN,"There was your mistake.  There was your error.  The error all women commit.  Why can’t you women love us, faults and all? Why do you place us on monstrous pedestals?  We have all feet of clay, women as well as men; but when we men love women, we love them knowing their weaknesses, their follies, their imperfections, love them all the more, it may be, for that reason.  It is not the perfect, but the imperfect, who have need of love.  It is when we are wounded by our own hands, or by the hands of others, that love should come to cure us—else what use is love at all?  All sins, except a sin against itself, Love should forgive.  All lives, save loveless lives, true Love should pardon. A man’s love is like that.  It is wider, larger, more human than a woman’s.  Women think that they are making ideals of men.  What they are making of us are false idols merely.  You made your false idol of me, and I had not the courage to come down, show you my wounds, tell you my weaknesses.  I was afraid that I might lose your love, as I have lost it now.  And so, last night you ruined my life for me—yes, ruined it!  What this woman asked of me was nothing compared to what she offered to me. She offered security, peace, stability.  The sin of my youth, that I had thought was buried, rose up in front of me, hideous, horrible, with its hands at my throat.  I could have killed it for ever, sent it back into its tomb, destroyed its record, burned the one witness against me.  You prevented me.  No one but you, you know it.  And now what is there before me but public disgrace, ruin, terrible shame, the mockery of the world, a lonely dishonoured life, a lonely dishonoured death, it may be, some day? Let women make no more ideals of men! let them not put them on altars and bow before them, or they may ruin other lives as completely as you—you whom I have so wildly loved—have ruined mine!",640
SIR ROBERT CHILTERN,"My dear Arthur, what a piece of good luck meeting you on the doorstep!  Your servant had just told me you were not at home. How extraordinary!",752
SIR ROBERT CHILTERN,"Ah! you must be at home to me, Arthur.  You are my best friend.  Perhaps by to-morrow you will be my only friend.  My wife has discovered everything.",754
SIR ROBERT CHILTERN,Really!  How?,756
SIR ROBERT CHILTERN,"Mrs. Cheveley herself.  And the woman I love knows that I began my career with an act of low dishonesty, that I built up my life upon sands of shame—that I sold, like a common huckster, the secret that had been intrusted to me as a man of honour.  I thank heaven poor Lord Radley died without knowing that I betrayed him.  I would to God I had died before I had been so horribly tempted, or had fallen so low.",758
SIR ROBERT CHILTERN,Yes; I got a telegram from the first secretary at eight o’clock to-night.,760
SIR ROBERT CHILTERN,"Nothing is absolutely known against her.  On the contrary, she occupies a rather high position in society.  It is a sort of open secret that Baron Arnheim left her the greater portion of his immense fortune.  Beyond that I can learn nothing.",762
SIR ROBERT CHILTERN,Oh! spies are of no use nowadays.  Their profession is over.  The newspapers do their work instead.,764
SIR ROBERT CHILTERN,"Arthur, I am parched with thirst.  May I ring for something?  Some hock and seltzer?",766
SIR ROBERT CHILTERN,"Thanks!  I don’t know what to do, Arthur, I don’t know what to do, and you are my only friend.  But what a friend you are—the one friend I can trust.  I can trust you absolutely, can’t I?",768
SIR ROBERT CHILTERN,Certainly.,774
SIR ROBERT CHILTERN,"Arthur, tell me what I should do.  My life seems to have crumbled about me.  I am a ship without a rudder in a night without a star.",778
